Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,1/11/2022 14:10,110018139,21,23,336,368,16,16,16,0,16,16,16,0,6.398944814,0.399934051,2558561.372,4702693.228,11004076,10,110017962,5500898.1,5643547.576,11004191,37,110018060,5000820.909,5606941.842,11004096,10,0,0,0,0,168,184,0.190877615,0.209056436,16,16,16,0,0,0,0,0,0,0,0,0,0,1,16.36363636,16,16,0,0,0,0,0,0,21,336,23,368,-1,-1,21,0,282.7,180.0808769,784,177,11001507.8,1171.162367,11004076,11000171,Mal_Mod
172.21.0.100-172.21.0.107-80-43186-6,172.21.0.107,43186,172.21.0.100,80,6,1/11/2022 15:21,110010688,35,25,1698,486,81,0,48.51428571,36.08435495,66,0,19.44,20.00849819,19.8526165,0.545401552,1864587.932,3928220.559,10001879,2,110010625,3235606.618,4748737.21,10001879,41,110010684,4583778.5,5090084.857,10002184,74,0,1,0,0,1120,800,0.318150905,0.227250647,0,81,36.8852459,33.43356515,1117.803279,0,0,0,1,1,0,0,0,0,37.5,48.51428571,19.44,0,0,0,0,0,0,35,1698,25,486,-1,501,23,0,413.3636364,269.6113027,1118,152,10000535.27,957.177527,10001879,9998502,Normal
172.21.0.100-172.21.0.120-80-52918-6,172.21.0.120,52918,172.21.0.100,80,6,22/11/2022 02:35:26 PM,110047008,35,25,1687,485,81,0,48.2,35.93032473,65,0,19.4,19.91230775,19.73702002,0.545221548,1865203.525,3929391.395,10008441,2,110046596,3236664.588,4750128.927,10008441,62,110046941,4585289.208,5091711.003,10010009,95,0,1,0,0,1120,800,0.318045903,0.227175645,0,81,36.67213115,33.2469153,1105.357377,0,0,0,1,1,0,0,0,0,37.28333333,48.2,19.4,0,0,0,0,0,0,35,1687,25,485,-1,501,23,0,468.9090909,175.1402036,841,254,10003575.55,2725.302125,10008441,10000161,Mal_Mod2
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,1/11/2022 16:33,110016094,21,23,336,368,16,16,16,0,16,16,16,0,6.399063759,0.399941485,2558513.814,4702421.87,11002016,40,110015318,5500765.9,5643118.881,11002016,95,110015942,5000724.636,5606771.736,11002536,40,0,0,0,0,168,184,0.190881163,0.209060322,16,16,16,0,0,0,0,0,0,0,0,0,0,1,16.36363636,16,16,0,0,0,0,0,0,21,336,23,368,-1,-1,21,0,569.2,235.3096305,890,264,11000973.1,611.9047584,11002016,11000182,Mal_Mod
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,12/10/2022 23:59,110011494,21,23,336,368,16,16,16,0,16,16,16,0,6.399331328,0.399958208,2558406.837,4701861.813,11000795,97,110009825,5500491.25,5642233.943,11000795,406,110011372,5000516.909,5605897.595,11001108,97,0,0,0,0,168,184,0.190889145,0.209069063,16,16,16,0,0,0,0,0,0,0,0,0,0,1,16.36363636,16,16,0,0,0,0,0,0,21,336,23,368,-1,-1,21,0,1248.2,645.0842839,1851,473,10999860.6,702.7901852,11000795,10998979,Mal_Del
172.21.0.100-172.21.0.120-80-52918-6,172.21.0.120,52918,172.21.0.100,80,6,1/11/2022 16:49,110035821,35,25,1687,485,81,0,48.2,35.93032473,65,0,19.4,19.91230775,19.73902662,0.545276978,1865013.915,3929103.04,10005514,3,110035710,3236344.412,4749801.345,10005514,56,110035818,4584825.75,5091265.846,10005647,70,0,1,0,0,1120,800,0.318078237,0.227198741,0,81,36.67213115,33.2469153,1105.357377,0,0,0,1,1,0,0,0,0,37.28333333,48.2,19.4,0,0,0,0,0,0,35,1687,25,485,-1,501,23,0,448.8181818,217.3797682,976,180,10002788.91,1753.919066,10005514,9999762,Mal_Mod
172.21.0.100-172.21.0.120-80-52918-6,172.21.0.120,52918,172.21.0.100,80,6,22/11/2022 01:49:25 PM,110036338,35,25,1687,485,81,0,48.2,35.93032473,65,0,19.4,19.91230775,19.73893388,0.545274417,1865022.678,3929176.218,10005731,2,110036235,3236359.853,4749903.05,10005731,54,110036336,4584847.333,5091324.559,10005935,57,0,1,0,0,1120,800,0.318076743,0.227197674,0,81,36.67213115,33.2469153,1105.357377,0,0,0,1,1,0,0,0,0,37.28333333,48.2,19.4,0,0,0,0,0,0,35,1687,25,485,-1,501,23,0,333.6363636,146.5703058,699,177,10002949.27,1518.7061,10005731,10000986,Mal_Mod2
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,13/10/2022 01:23:40 AM,110012614,22,22,352,352,16,16,16,0,16,16,16,0,6.399266179,0.399954136,2558432.884,4702337.774,11001452,30,110012532,5238692,5629573.529,11001452,114,110012478,5238689.429,5629962.544,11001605,71,0,0,0,0,176,176,0.199977068,0.199977068,16,16,16,0,0,0,0,0,0,0,0,0,0,1,16.36363636,16,16,0,0,0,0,0,0,22,352,22,352,-1,-1,22,0,472.8,146.206703,631,191,11000741.2,416.825783,11001452,11000305,Mal_Del
172.21.0.107-172.21.0.110-8805-8805-17,172.21.0.110,8805,172.21.0.107,8805,17,4/10/2022 21:51,110011907,22,22,352,352,16,16,16,0,16,16,16,0,6.399307304,0.399956707,2558416.442,4702333.562,11001183,9,110011871,5238660.524,5629577.899,11001183,114,110011720,5238653.333,5629899.228,11001575,76,0,0,0,0,176,176,0.199978353,0.199978353,16,16,16,0,0,0,0,0,0,0,0,0,0,1,16.36363636,16,16,0,0,0,0,0,0,22,352,22,352,-1,-1,22,0,423.3,119.3203438,571,150,11000717.2,310.8582385,11001183,11000300,Normal
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.120,8805,172.21.0.110,8805,17,1/11/2022 13:29,110014732,22,22,352,352,16,16,16,0,16,16,16,0,6.39914298,0.399946436,2558482.14,4702584.831,11001972,9,110014499,5238785.667,5630104.476,11002130,9,110014732,5238796.762,5629986.456,11001972,59,0,0,0,0,176,176,0.199973218,0.199973218,16,16,16,0,0,0,0,0,0,0,0,0,0,1,16.36363636,16,16,0,0,0,0,0,0,22,352,22,352,-1,-1,22,0,213.3,107.7693525,417,111,11001234,593.0793464,11001972,11000283,Mal_Mod
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,22/11/2022 03:52:45 PM,110017662,21,23,336,368,16,16,16,0,16,16,16,0,6.398972558,0.399935785,2558550.279,4702551.833,11001979,14,110017284,5500864.2,5643435.585,11001979,35,110017662,5000802.818,5606782.118,11002115,15,0,0,0,0,168,184,0.190878443,0.209057342,16,16,16,0,0,0,0,0,0,0,0,0,0,1,16.36363636,16,16,0,0,0,0,0,0,21,336,23,368,-1,-1,21,0,503.6,301.9003515,1283,240,11001242.9,352.9030241,11001979,11000558,Mal_Mod2
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,22/11/2022 03:48:32 PM,110017229,21,23,336,368,16,16,16,0,16,16,16,0,6.398997742,0.399937359,2558540.209,4702598.73,11003675,2,110016852,5500842.6,5643404.743,11003864,103,110017229,5000783.136,5606870.509,11003754,18,0,0,0,0,168,184,0.190879194,0.209058165,16,16,16,0,0,0,0,0,0,0,0,0,0,1,16.36363636,16,16,0,0,0,0,0,0,21,336,23,368,-1,-1,21,0,369.6,178.6829595,787,212,11001317,948.3367897,11003675,11000241,Mal_Mod2
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,1/11/2022 13:05,110013714,21,23,336,368,16,16,16,0,16,16,16,0,6.399202194,0.399950137,2558458.465,4702478.257,11001453,18,110013488,5500674.4,5643300.772,11001453,60,110013585,5000617.5,5606695.982,11001992,18,0,0,0,0,168,184,0.190885293,0.209064844,16,16,16,0,0,0,0,0,0,0,0,0,0,1,16.36363636,16,16,0,0,0,0,0,0,21,336,23,368,-1,-1,21,0,327.8,164.5058594,692,134,11001019,288.4132837,11001453,11000580,Mal_Mod
172.21.0.107-172.21.0.110-8805-8805-17,172.21.0.107,8805,172.21.0.110,8805,17,13/10/2022 02:48:00 AM,119875517,688,1,11008,16,16,16,16,0,16,16,16,0,91.96206428,5.747629018,174237.6701,16733.52762,244431,113700,119707519,174246.7525,16744.02248,244431,113700,0,0,0,0,0,0,0,0,0,5504,8,5.739287031,0.008341987,16,16,16,0,0,0,0,0,0,0,0,0,0,0,16.02322206,16,16,0,0,0,0,0,0,688,11008,1,16,-1,-1,688,0,0,0,0,0,0,0,0,0,Normal
172.21.0.100-172.21.0.120-80-36254-6,172.21.0.120,36254,172.21.0.100,80,6,12/10/2022 23:55,110033376,35,25,1687,485,81,0,48.2,35.93032473,65,0,19.4,19.91230775,19.73946523,0.545289095,1864972.475,3928940.711,10005717,6,110033292,3236273.294,4749586.172,10005717,112,110033360,4584723.333,5091008.774,10005948,106,0,1,0,0,1120,800,0.318085305,0.22720379,0,81,36.67213115,33.2469153,1105.357377,0,0,0,1,1,0,0,0,0,37.28333333,48.2,19.4,0,0,0,0,0,0,35,1687,25,485,-1,501,23,0,566.4545455,183.1766162,1015,259,10002411.27,1686.048463,10005717,9999939,Mal_Del
172.21.0.100-172.21.0.120-80-36254-6,172.21.0.120,36254,172.21.0.100,80,6,13/10/2022 03:49:30 AM,110032566,35,25,1687,485,81,0,48.2,35.93032473,65,0,19.4,19.91230775,19.73961054,0.545293109,1864958.746,3928938.925,10006137,13,110032432,3236248,4749591.694,10006137,114,110032552,4584689.667,5090987.64,10006362,205,0,1,0,0,1120,800,0.318087647,0.227205462,0,81,36.67213115,33.2469153,1105.357377,0,0,0,1,1,0,0,0,0,37.28333333,48.2,19.4,0,0,0,0,0,0,35,1687,25,485,-1,501,23,0,519.7272727,31.86876499,575,486,10002393.82,1859.765298,10006137,9999825,Mal_Del
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,4/10/2022 19:58,119951735,1605,1605,29635,231340,21,16,18.46417445,2.500522393,276,16,144.1370717,130.0271644,2175.666738,26.7607634,37379.78654,38710.62623,131365,12,119951372,74782.65087,15838.77938,131727,116,119951393,74782.66397,15831.33147,131711,106,0,0,0,0,12840,12840,13.3803817,13.3803817,16,276,81.28028652,111.3603896,12401.13637,0,0,0,0,0,0,0,0,1,81.30560748,18.46417445,144.1370717,0,0,0,0,0,0,1605,29635,1605,231340,-1,-1,1605,0,0,0,0,0,0,0,0,0,Mal_Estab
172.21.0.107-172.21.0.110-8805-8805-17,172.21.0.110,8805,172.21.0.107,8805,17,4/10/2022 19:20,110017522,21,23,336,368,16,16,16,0,16,16,16,0,6.398980701,0.399936294,2558547.023,4702503.849,11002010,17,110017035,5500851.75,5643192.278,11002010,268,110017414,5000791.545,5606870.662,11002271,81,0,0,0,0,168,184,0.190878686,0.209057608,16,16,16,0,0,0,0,0,0,0,0,0,0,1,16.36363636,16,16,0,0,0,0,0,0,21,336,23,368,-1,-1,21,0,541.9,143.0543409,843,285,11001153.5,424.890901,11002010,11000578,Normal
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,13/10/2022 02:18:52 AM,110012507,21,23,336,368,16,16,16,0,16,16,16,0,6.399272403,0.399954525,2558430.395,4702323.674,11001210,83,110012027,5500601.35,5642995.902,11001210,406,110012337,5000560.773,5606629.385,11001594,83,0,0,0,0,168,184,0.190887387,0.209067138,16,16,16,0,0,0,0,0,0,0,0,0,0,1,16.36363636,16,16,0,0,0,0,0,0,21,336,23,368,-1,-1,21,0,493,84.28391174,716,406,11000713.4,320.5041861,11001210,11000244,Mal_Del
172.21.0.107-172.21.0.110-8805-8805-17,172.21.0.110,8805,172.21.0.107,8805,17,1/11/2022 14:27,119939949,1059,23,22129,373,21,16,20.89612842,0.713476887,21,16,16.2173913,1.04257207,187.6105517,9.021181091,110952.7743,23642.71978,179725,24,119819647,113251.0841,17607.54124,179725,163,119576364,5435289.273,322654.8153,5552751,4008129,0,0,0,0,8472,184,8.829418462,0.191762629,16,21,20.79686057,0.987589031,0.975332094,0,0,0,0,0,0,0,0,0,20.81608133,20.89612842,16.2173913,0,0,0,0,0,0,1059,22129,23,373,-1,-1,1059,0,0,0,0,0,0,0,0,0,Normal
172.21.0.100-172.21.0.120-80-52918-6,172.21.0.120,52918,172.21.0.100,80,6,22/11/2022 04:07:28 PM,110043509,35,25,1687,485,81,0,48.2,35.93032473,65,0,19.4,19.91230775,19.73764759,0.545238884,1865144.22,3929402.476,10009900,2,110043390,3236570.294,4750169.598,10009900,58,110043507,4585146.125,5091603.725,10010162,59,0,1,0,0,1120,800,0.318056015,0.227182868,0,81,36.67213115,33.2469153,1105.357377,0,0,0,1,1,0,0,0,0,37.28333333,48.2,19.4,0,0,0,0,0,0,35,1687,25,485,-1,501,23,0,399.1818182,150.4977197,715,231,10003539.27,2407.107355,10009900,10000926,Mal_Mod2
172.21.0.100-172.21.0.120-80-34460-6,172.21.0.120,34460,172.21.0.100,80,6,4/10/2022 20:36,110008860,35,25,1687,485,81,0,48.2,35.93032473,65,0,19.4,19.91230775,19.74386427,0.545410615,1864556.949,3928080.35,10001189,12,110008743,3235551.265,4748550.47,10001189,99,110008844,4583701.833,5089881.909,10001562,208,0,1,0,0,1120,800,0.318156192,0.227254423,0,81,36.67213115,33.2469153,1105.357377,0,0,0,1,1,0,0,0,0,37.28333333,48.2,19.4,0,0,0,0,0,0,35,1687,25,485,-1,501,23,0,540.3636364,52.90798187,623,480,10000213.91,796.0000571,10001189,9998595,Mal_Estab
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,4/10/2022 23:08,119965337,1634,1634,30174,235704,21,16,18.46634027,2.50053867,276,16,144.249694,130.0280108,2216.290194,27.24120218,36720.33578,37970.17213,137359,47,119964972,73462.93448,15269.28424,137619,78,119965000,73462.95162,15264.27896,137659,77,0,0,0,0,13072,13072,13.62060109,13.62060109,16,276,81.41755889,111.4385256,12418.54499,0,0,0,0,0,0,0,0,1,81.44247246,18.46634027,144.249694,0,0,0,0,0,0,1634,30174,1634,235704,-1,-1,1634,0,0,0,0,0,0,0,0,0,Mal_Estab
172.21.0.100-172.21.0.120-80-36254-6,172.21.0.120,36254,172.21.0.100,80,6,12/10/2022 23:59,110033398,35,25,1687,485,81,0,48.2,35.93032473,65,0,19.4,19.91230775,19.73946129,0.545288986,1864972.847,3928918.764,10005285,15,110033257,3236272.265,4749555.248,10005285,104,110033382,4584724.25,5090949.656,10005615,283,0,1,0,0,1120,800,0.318085242,0.227203744,0,81,36.67213115,33.2469153,1105.357377,0,0,0,1,1,0,0,0,0,37.28333333,48.2,19.4,0,0,0,0,0,0,35,1687,25,485,-1,501,23,0,618.2727273,83.4327165,799,506,10002366.18,1733.388348,10005285,9999998,Mal_Del
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,1/11/2022 13:25,110016963,21,23,336,368,16,16,16,0,16,16,16,0,6.399013214,0.399938326,2558534.023,4702673.047,11004129,17,110016824,5500841.2,5643499.681,11004129,127,110016940,5000770,5606936.082,11004284,21,0,0,0,0,168,184,0.190879656,0.20905867,16,16,16,0,0,0,0,0,0,0,0,0,0,1,16.36363636,16,16,0,0,0,0,0,0,21,336,23,368,-1,-1,21,0,233.4,91.52073232,412,127,11001444.2,1375.308919,11004129,11000321,Mal_Mod
172.21.0.100-172.21.0.120-80-52918-6,172.21.0.120,52918,172.21.0.100,80,6,1/11/2022 14:47,110035843,35,25,1687,485,81,0,48.2,35.93032473,65,0,19.4,19.91230775,19.73902267,0.545276869,1865014.288,3929173.507,10005062,2,110035799,3236347.029,4749902.221,10005062,32,110035841,4584826.708,5091302.673,10005176,48,0,1,0,0,1120,800,0.318078174,0.227198696,0,81,36.67213115,33.2469153,1105.357377,0,0,0,1,1,0,0,0,0,37.28333333,48.2,19.4,0,0,0,0,0,0,35,1687,25,485,-1,501,23,0,308.2727273,160.707866,670,151,10002935.27,1490.326078,10005062,10000273,Mal_Mod
172.21.0.100-172.21.0.120-80-34460-6,172.21.0.120,34460,172.21.0.100,80,6,4/10/2022 22:52,110007040,35,25,1687,485,81,0,48.2,35.93032473,65,0,19.4,19.91230775,19.74419092,0.545419639,1864526.102,3928040.94,10001097,6,110006913,3235497.441,4748509.3,10001097,40,110007025,4583626.042,5089824.889,10001342,92,0,1,0,0,1120,800,0.318161456,0.227258183,0,81,36.67213115,33.2469153,1105.357377,0,0,0,1,1,0,0,0,0,37.28333333,48.2,19.4,0,0,0,0,0,0,35,1687,25,485,-1,501,23,0,496.0909091,119.5185798,591,188,10000101.45,492.1530989,10001097,9999520,Mal_Estab
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,13/10/2022 02:40:19 AM,110013170,21,23,336,368,16,16,16,0,16,16,16,0,6.399233837,0.399952115,2558445.814,4702408.883,11001214,7,110012776,5500638.8,5643130.251,11001214,214,110013170,5000598.636,5606678.939,11001566,26,0,0,0,0,168,184,0.190886237,0.209065878,16,16,16,0,0,0,0,0,0,0,0,0,0,1,16.36363636,16,16,0,0,0,0,0,0,21,336,23,368,-1,-1,21,0,406.2,111.5634349,559,214,11000881.8,193.8205355,11001214,11000543,Mal_Del
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.120,8805,172.21.0.110,8805,17,1/11/2022 17:11,110020419,22,22,352,352,16,16,16,0,16,16,16,0,6.398812206,0.399925763,2558614.395,4702616.94,11002840,0,110019412,5239019.619,5630297.285,11003194,28,110020419,5239067.571,5629895.199,11002840,168,0,0,0,0,176,176,0.199962881,0.199962881,16,16,16,0,0,0,0,0,0,0,0,0,0,1,16.36363636,16,16,0,0,0,0,0,0,22,352,22,352,-1,-1,22,0,542.4,387.2065771,1538,168,11001423.9,551.0431421,11002840,11000985,Mal_Mod
172.21.0.100-172.21.0.120-80-52918-6,172.21.0.120,52918,172.21.0.100,80,6,22/11/2022 03:05:27 PM,110038441,35,25,1687,497,81,0,48.2,35.93032473,65,0,19.88,20.4416242,19.84760944,0.545263996,1865058.322,3929266.086,10006338,2,110038354,3236422.176,4750014.979,10006338,54,110038438,4584934.917,5091412.121,10006467,67,0,1,0,0,1120,800,0.318070664,0.227193331,0,81,36.86885246,33.27234858,1107.04918,0,0,0,1,1,0,0,0,0,37.48333333,48.2,19.88,0,0,0,0,0,0,35,1687,25,497,-1,501,23,0,297.9090909,81.7342701,423,207,10003171,1839.939238,10006338,10000276,Mal_Mod2
172.21.0.100-172.21.0.120-80-52918-6,172.21.0.120,52918,172.21.0.100,80,6,22/11/2022 01:45:25 PM,110036658,35,25,1687,485,81,0,48.2,35.93032473,65,0,19.4,19.91230775,19.73887648,0.545272831,1865028.102,3929202.096,10006455,2,110036565,3236369.559,4749937.667,10006455,48,110036654,4584860.583,5091357.991,10006596,51,0,1,0,0,1120,800,0.318075818,0.227197013,0,81,36.67213115,33.2469153,1105.357377,0,0,0,1,1,0,0,0,0,37.28333333,48.2,19.4,0,0,0,0,0,0,35,1687,25,485,-1,501,23,0,295.4545455,118.8800771,534,174,10003008.27,1666.461706,10006455,10000566,Mal_Mod2
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,13/10/2022 12:23:10 AM,110012713,21,23,336,368,16,16,16,0,16,16,16,0,6.39926042,0.399953776,2558435.186,4702354.37,11001147,55,110012345,5500617.25,5643041.044,11001147,377,110012575,5000571.591,5606662.631,11001536,55,0,0,0,0,168,184,0.19088703,0.209066747,16,16,16,0,0,0,0,0,0,0,0,0,0,1,16.36363636,16,16,0,0,0,0,0,0,21,336,23,368,-1,-1,21,0,451,71.61470985,614,368,11000773.3,300.6895963,11001147,11000404,Mal_Del
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,22/11/2022 01:31:23 PM,110019704,21,23,336,368,16,16,16,0,16,16,16,0,6.398853791,0.399928362,2558597.767,4702735.821,11002884,0,110019543,5500977.15,5643547.792,11002884,48,110019662,5000893.727,5607059.057,11003154,22,0,0,0,0,168,184,0.1908749,0.209053462,16,16,16,0,0,0,0,0,0,0,0,0,0,1,16.36363636,16,16,0,0,0,0,0,0,21,336,23,368,-1,-1,21,0,324.3,213.5660449,754,75,11001620.7,678.7023648,11002884,11000626,Mal_Mod2
172.21.0.110-172.21.0.111-2152-2152-17,172.21.0.111,2152,172.21.0.110,2152,17,13/10/2022 03:32:19 AM,119807626,117,1,11700,100,100,100,100,0,100,100,100,0,98.49122626,0.984912263,1023996.803,1523.124869,1028212,1019868,118783640,1023996.897,1529.732482,1028212,1019868,0,0,0,0,0,0,0,0,0,936,8,0.976565549,0.008346714,100,100,100,0,0,0,0,0,0,0,0,0,0,0,100.8474576,100,100,0,0,0,0,0,0,117,11700,1,100,-1,-1,117,0,0,0,0,0,0,0,0,0,Normal
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,13/10/2022 01:56:41 AM,110013253,21,23,336,368,16,16,16,0,16,16,16,0,6.399229009,0.399951813,2558447.744,4702411.039,11001192,5,110012856,5500642.8,5643153.954,11001209,132,110013140,5000597.273,5606657.322,11001561,73,0,0,0,0,168,184,0.190886093,0.20906572,16,16,16,0,0,0,0,0,0,0,0,0,0,1,16.36363636,16,16,0,0,0,0,0,0,21,336,23,368,-1,-1,21,0,398.5,94.56714252,522,170,11000887.6,287.9692113,11001192,11000375,Mal_Del
172.21.0.100-172.21.0.107-80-46512-6,172.21.0.107,46512,172.21.0.100,80,6,4/10/2022 22:54,110038025,35,25,1698,486,81,0,48.51428571,36.08435495,66,0,19.44,20.00849819,19.84768447,0.545266057,1865051.271,3929160.921,10007231,4,110037904,3236408.941,4749866.423,10007231,46,110038015,4584917.292,5091263.09,10007539,115,0,1,0,0,1120,800,0.318071867,0.22719419,0,81,36.8852459,33.43356515,1117.803279,0,0,0,1,1,0,0,0,0,37.5,48.51428571,19.44,0,0,0,0,0,0,35,1698,25,486,-1,501,23,0,476.0909091,141.6513004,609,220,10002946.09,2078.340466,10007231,9999721,Normal
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,22/11/2022 03:12:14 PM,110015221,21,23,336,368,16,16,16,0,16,16,16,0,6.399114537,0.399944659,2558493.512,4702542.234,11002122,15,110015094,5500754.7,5643338.945,11002122,49,110015124,5000687.455,5606800.209,11002349,15,0,0,0,0,168,184,0.190882678,0.209061981,16,16,16,0,0,0,0,0,0,0,0,0,0,1,16.36363636,16,16,0,0,0,0,0,0,21,336,23,368,-1,-1,21,0,310,161.5129854,691,127,11001168.9,501.858424,11002122,11000311,Mal_Mod2
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,22/11/2022 01:49:43 PM,110014460,21,23,336,368,16,16,16,0,16,16,16,0,6.399158801,0.399947425,2558475.814,4702489.096,11001849,7,110013849,5500692.45,5643269.332,11001849,51,110014395,5000654.318,5606755.017,11002028,7,0,0,0,0,168,184,0.190883998,0.209063427,16,16,16,0,0,0,0,0,0,0,0,0,0,1,16.36363636,16,16,0,0,0,0,0,0,21,336,23,368,-1,-1,21,0,369.1,150.8475684,611,203,11001055.8,488.21234,11001849,11000392,Mal_Mod2
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,22/11/2022 01:31:34 PM,110018681,21,23,336,368,16,16,16,0,16,16,16,0,6.39891329,0.399932081,2558573.977,4702669.426,11002875,12,110018159,5500907.95,5643471.056,11002875,73,110018627,5000846.682,5606982.488,11003174,22,0,0,0,0,168,184,0.190876675,0.209055406,16,16,16,0,0,0,0,0,0,0,0,0,0,1,16.36363636,16,16,0,0,0,0,0,0,21,336,23,368,-1,-1,21,0,341.6,210.8201972,768,73,11001477.7,787.9427574,11002875,11000343,Mal_Mod2
172.21.0.104-172.21.0.120-80-39822-6,172.21.0.120,39822,172.21.0.104,80,6,22/11/2022 01:24:00 PM,695,9,11,988,138,765,0,109.7777778,250.204805,65,0,12.54545455,22.8051031,1620143.885,28776.97842,36.57894737,54.0507126,199,3,673,84.125,136.5309358,405,7,624,62.4,77.06014967,199,7,0,0,0,0,288,368,12949.64029,15827.33813,0,765,53.61904762,166.7088708,27791.84762,0,1,0,0,0,0,0,0,1,56.3,109.7777778,12.54545455,0,0,0,0,0,0,9,988,11,138,-1,503,6,0,0,0,0,0,0,0,0,0,Mal_Mod2
172.21.0.100-172.21.0.120-80-52918-6,172.21.0.120,52918,172.21.0.100,80,6,1/11/2022 16:03,110033590,35,25,1687,485,81,0,48.2,35.93032473,65,0,19.4,19.91230775,19.73942684,0.545288034,1864976.102,3929122.907,10007270,1,110033410,3236276.765,4749851.171,10007270,53,110033588,4584732.833,5091224.406,10007416,49,0,1,0,0,1120,800,0.318084687,0.227203348,0,81,36.67213115,33.2469153,1105.357377,0,0,0,1,1,0,0,0,0,37.28333333,48.2,19.4,0,0,0,0,0,0,35,1687,25,485,-1,501,23,0,240.5454545,52.68085731,308,156,10002792.18,2120.843927,10007270,10000303,Mal_Mod
172.21.0.100-172.21.0.120-80-52918-6,172.21.0.120,52918,172.21.0.100,80,6,1/11/2022 15:25,110044023,35,25,1687,485,81,0,48.2,35.93032473,65,0,19.4,19.91230775,19.7375554,0.545236337,1865152.932,3929417.934,10007022,3,110043897,3236585.206,4750187.719,10007022,41,110044020,4585167.5,5091618.401,10007180,83,0,1,0,0,1120,800,0.31805453,0.227181807,0,81,36.67213115,33.2469153,1105.357377,0,0,0,1,1,0,0,0,0,37.28333333,48.2,19.4,0,0,0,0,0,0,35,1687,25,485,-1,501,23,0,397.3636364,163.328058,754,162,10003580,2406.445387,10007022,10000733,Mal_Mod
